title,authors,average_rating,num_pages,ratings_count,isbn13
The Eden Express: A Memoir of Insanity,Mark Vonnegut/Kurt Vonnegut Jr.,3.87,304,2737,9781583225431
A Wicked Gentleman (Cavendish Square  #1),Jane Feather,3.62,474,1121,9781416525516
A Picture Book of Thomas Jefferson (Picture Book Biographies) (Picture Book Biography),David A. Adler/John Wallner/Alexandra Wallner,3.75,32,14,9780823408818
Bound In Blood: The Erotic Journey of a Vampire,David Thomas Lord,3.35,352,71,9781575667645
On Vital Reserves,William  James/Stephen Vicchio,4.5,58,3,9780870611513
Blue Shoes and Happiness (No. 1 Ladies' Detective Agency #7),Alexander McCall Smith,4.06,256,22370,9781400075713
The Titan's Curse (Percy Jackson and the Olympians  #3),Rick Riordan,4.35,312,5521,9781423101451
The Sea of Monsters (Percy Jackson and the Olympians  #2),Rick Riordan,4.24,279,630511,9780786856862
The Lightning Thief (Percy Jackson and the Olympians  #1),Rick Riordan,4.25,375,1766725,9780786838653
When Santa Fell to Earth,Cornelia Funke/Paul   Howard/Oliver G. Latsch,3.76,167,1840,9780439782043
Inkheart (Inkworld  #1),Cornelia Funke/Anthea Bell,3.88,563,324482,9780439709101
Inkspell (Inkworld  #2),Cornelia Funke/Anthea Bell,3.92,635,91475,9780439554008
Ghosthunters and the Incredibly Revolting Ghost (Ghosthunters  #1),Cornelia Funke,3.73,144,1233,9780439849586
Ghosthunters and the Muddy Monster of Doom! (Ghosthunters  #4),Cornelia Funke/Helena Ragg-Kirkby,3.93,176,534,9780439862691
The Metaphysical Club,Louis Menand,4.07,560,3445,9780007126903
Vulcan's Forge (Philip Mercer  #1),Jack Du Brul,3.99,372,3369,9780451412102
Pandora's Curse (Philip Mercer #4),Jack Du Brul,4.17,472,1583,9780451409638
Charon's Landing (Philip Mercer  #2),Jack Du Brul,4.08,496,1107,9780451412119
The Medusa Stone (Philip Mercer  #3),Jack Du Brul,4.1,464,1355,9780451409225
River Of Ruin (Philip Mercer  #5),Jack Du Brul,4.19,534,1196,9780451410542
Deep Fire Rising (Philip Mercer  #6),Jack Du Brul,4.19,483,1059,9780451411181
And the Band Played On: Politics  People  and the AIDS Epidemic,Randy Shilts/William Greider,4.37,656,19747,9780312241353
The Band Played Dixie: Race and the Liberal Conscience at Ole Miss,Nadine Cohodas,3.96,309,46,9780684827216
La mezzanine,Nicholson Baker,3.84,191,6,9782264017697
Checkpoint,Nicholson Baker,2.88,128,654,9781400079858
Double Fold: Libraries and the Assault on Paper,Nicholson Baker,3.42,370,846,9780375726217
A Box of Matches,Nicholson Baker,3.67,192,1679,9780375706035
Dark Star Safari: Overland from Cairo to Cape Town,Paul Theroux,3.96,485,11216,9780618446872
The Magicians' Guild (Black Magician Trilogy  #1),Trudi Canavan,3.95,467,56333,9781841493138
The Novice (Black Magician Trilogy  #2),Trudi Canavan,4.07,577,39521,9781841493145
The High Lord (Black Magician Trilogy  #3),Trudi Canavan,4.15,644,39692,9781841493152
Stone Age Economics,Marshall Sahlins,3.9,348,281,9780202010991
"How ""Natives"" Think: About Captain Cook  For Example",Marshall Sahlins,3.64,328,64,9780226733692
The Use and Abuse of Biology: An Anthropological Critique of Sociobiology,Marshall Sahlins,3.91,120,32,9780472766000
Historical Metaphors and Mythical Realities: Structure in the Early History of the Sandwich Islands Kingdom,Marshall Sahlins,3.74,84,127,9780472027217
Legacy of the Darksword (The Darksword  #4),Margaret Weis/Tracy Hickman,3.47,400,138,9780553578126
When Rain Clouds Gather,Bessie Head,3.84,185,1063,9780435909611
Election,Tom Perrotta,3.86,200,6507,9780425167281
Joe College,Tom Perrotta,3.39,306,3832,9780312361785
A Void,Georges Perec/Gilbert Adair,3.8,284,1736,9781567922967
Things: A Story of the Sixties; A Man Asleep,Georges Perec/David Bellos/Andrew Leak,3.98,221,1062,9781567921571
W  or the Memory of Childhood,Georges Perec/David Bellos,3.88,176,1472,9781567921588
Species of Spaces and Other Pieces,Georges Perec/John Sturrock,4.28,292,1370,9780140189865
The Daring Young Man on the Flying Trapeze and Other Stories,William Saroyan,4.21,272,677,9780811213653
My Name is Aram,William Saroyan/Don Freeman,4.15,151,1045,9780440362050
Karate Is a Thing of the Spirit,Harry Crews,3.79,218,238,9780688023720
La disparition,Georges Perec,3.8,319,261,9782070715237
Las Noches Blancas. El Jugador. Un Ladrón Honrado. (Sepan Cuantos  #259),Fyodor Dostoyevsky,3.9,147,52,9789684324169
Los hermanos Karamazov,Fyodor Dostoyevsky/Alexander Pushkin/Guillermo Suazo Pascual,4.32,805,30,9788476405093
Crime and Punishment,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,4.21,564,7343,9780679734505
I Wish That I Had Duck Feet,Theo LeSieg/Dr. Seuss/Barney Tobey,4.16,64,9119,9780007173136
And to Think That I Saw It on Mulberry Street,Dr. Seuss,4.0,64,19663,9780007169924
I'm the One That I Want,Margaret Cho,3.69,228,1459,9780345440143
Am I That Name?: Feminism And The Category Of Women In History,Denise Riley,3.64,136,60,9780816642694
Zazie in the Metro,Raymond Queneau/Barbara Wright/Gilbert Adair,3.72,157,3917,9780142180044
The Blue Flowers,Raymond Queneau,4.05,232,1008,9780811209458
Witch Grass,Raymond Queneau/Barbara Wright,3.93,328,335,9781590170311
The Last Days,Raymond Queneau/Barbara Wright/Vivian Kogan,3.8,250,189,9781564781406
The Flight of Icarus,Raymond Queneau/Barbara Wright,3.99,191,339,9780811204835
Heartsnatcher,Boris Vian/Stanley  Chapman/Raymond Queneau/John Sturrock,3.97,245,2430,9781564782991
Dead Souls,Nikolai Gogol/Robert A. Maguire/Zlatko Crnković,3.99,464,47626,9780140448078
Diary of a Madman and Other Stories,Nikolai Gogol,4.12,84,7266,9780486452357
In the Shadow of Young Girls in Flower (In Search of Lost Time  #2),Marcel Proust/James Grieve/Christopher Prendergast,4.4,576,5355,9780143039075
Proust's Way: A Field Guide to In Search of Lost Time,Roger Shattuck,3.92,320,241,9780393321807
Marcel Proust: A Life,William C. Carter,4.33,992,14,9780300094008
Within a Budding Grove  Volume 2 (Remembrance of Things Past  #3),Stéphane Heuet/Stanislas Brézet/Marcel Proust,4.04,48,14,9781561633425
In the Shadow of Young Girls in Flower (In Search of Lost Time  #2),Marcel Proust/James Grieve,4.4,576,70,9780670032778
Remembrance of Things Past: Volume II - The Guermantes Way & Cities of the Plain,Marcel Proust/C.K. Scott Moncrieff/Terence Kilmartin,4.53,1216,866,9780394711836
Combray (Remembrance of Things Past  #1),Stéphane Heuet/Marcel Proust/Joe  Johnson,3.79,72,36,9781561632893
Proust And Signs: The Complete Text,Gilles Deleuze/Richard Howard,4.22,208,20,9780816632589
Germinal,Émile Zola/Roger Pearson,4.13,592,23134,9780140447422
Taxi Driver,Amy Taubin,3.93,79,130,9780851703930
The Masterpiece,Émile Zola/Roger Pearson,3.96,464,1977,9780192839633
His Excellency (Les Rougon-Macquart  #6),Émile Zola/Andrew Moore/Ernest Alfred Vizetelly,3.7,364,44,9781595690555
The Ladies' Paradise,Émile Zola/Robin Buss/Brian  Nelson,3.99,438,5525,9780192836021
The Conquest of Plassans (Les Rougon-Macquart  #4),Émile Zola/Ernest Alfred Vizetelly,3.9,320,50,9781595690487
La Bête humaine,Émile Zola/Henri Mitterand,4.06,462,6293,9782070418015
Taxi Driver,Paul Schrader,4.12,116,1030,9780571203154
La Débâcle,Émile Zola/Robert Lethbridge/Elinor Dorday,4.01,592,821,9780192822895
The Earth,Émile Zola/Douglas Parmée,4.08,506,1113,9780140443875
Intimate Enemies,Shana Abe,3.81,390,401,9780553581997
The Truelove Bride,Shana Abe,3.65,357,377,9780553580549
The Secret Swan,Shana Abe,3.67,393,695,9780553582000
The Smoke Thief (Drakon  #1),Shana Abe,3.74,352,6780,9780553588040
Strategies of Containment: A Critical Appraisal of American National Security Policy During the Cold War,John Lewis Gaddis,4.03,484,552,9780195174472
A Frolic of His Own,William Gaddis,3.85,512,1312,9780684800523
Agapē Agape,William Gaddis/Sven Birkerts/Joseph Tabbi,3.81,144,914,9780142437636
The Review of Contemporary Fiction: Fall 2001: Gilbert Sorrentino/William Gaddis/Mary Caponegro/Margery Latimer,John      O'Brien/David Andrews/John Beer/Robert L. McLaughlin/Joy Castro,3.4,240,5,9781564783011
Carpenter's Gothic,William Gaddis,3.77,262,1128,9781843541677
First Love and Other Stories,Ivan Turgenev/Richard Freeborn,4.14,304,1245,9780192836892
Sketches from a Hunter's Album,Ivan Turgenev/Richard Freeborn,3.93,403,5967,9780140445220
Spring Torrents,Ivan Turgenev/Leonard Schapiro,3.94,240,2825,9780140443691
Home of the Gentry,Ivan Turgenev/Richard Freeborn,3.92,298,2152,9780140442243
ADHD in Adulthood: A Guide to Current Theory  Diagnosis  and Treatment,Margaret Weiss/Gabrielle Weiss/Lily Trokenberg Hechtman,3.4,376,5,9780801868221
Sclerotherapy and vein treatment,Robert A. Weiss/Margaret A. Weiss/Karen L. Beasley,0.0,248,0,9780071485425
Fantastic Alice,Margaret Weis/Esther M. Friesner/Roger Zelazny/Bruce Holland Rogers/Robin Wayne Bailey/Janet Pack/Lawrence Schimel/Jody Lynn Nye/Janet Asimov/Lisa Mason/Jane Lindskold/Mickey Zucker Reichert/Lawrence Watt-Evans/Peter Crowther/Gary A. Braunbeck/Connie Hirsch/Tobin Larson/Kevin T. Stein,3.4,291,147,9780441002535
The Reign of Istar (Dragonlance: Tales II  #1),Margaret Weis/Tracy Hickman,3.72,352,27,9780786937790
Dragons of the Highlord Skies (Dragonlance: The Lost Chronicles  #2),Margaret Weis/Tracy Hickman,4.05,456,3523,9780786943333
The Players of Gilean (Dragonlance: Tales from the War of Souls  #2),Margaret Weis/Tracy Hickman/Aron Eisenberg/Jean Rabe/Richard A. Knaak/Douglas Niles/Paul B. Thompson,3.69,340,152,9780786929207
The Hand of Chaos (The Death Gate Cycle  #5),Margaret Weis/Tracy Hickman,4.06,446,16301,9780553563696
The Seventh Gate (The Death Gate Cycle  #7),Margaret Weis/Tracy Hickman,4.11,317,16304,9780553573251
Into the Labyrinth (The Death Gate Cycle  #6),Margaret Weis/Tracy Hickman,4.11,441,18543,9780553567717
Elven Star (The Death Gate Cycle  #2),Margaret Weis/Tracy Hickman,3.99,367,15512,9780553290981
Beyond Death: The Gates of Consciousness,Stanislav Grof/Christina Grof,4.0,96,29,9780500810194
The Mantle of Kendis-Dai (Starshield  #1),Margaret Weis/Tracy Hickman,3.57,353,194,9780345397614
Warrior Angel,Margaret Weis/Lizz Weis,3.15,354,242,9780060833251
Dragons of a Vanished Moon (Dragonlance: The War of Souls  #3),Margaret Weis/Tracy Hickman,3.91,610,7506,9780786929504
Starshield: Sentinels,Margaret Weis/Tracy Hickman,3.57,421,182,9780345397607
The Soulforge (Dragonlance: Raistlin Chronicles  #1),Margaret Weis,4.16,408,9080,9780786913145
Love and War: Tales  Volume Three (Dragonlance: Tales),Margaret Weis/Tracy Hickman,3.87,368,43,9780786937707
New Amazons,Margaret Weis/Jane Lindskold/Linda Baker/Kathleen M. Massie-Ferch/Cynthia Ward/Lawrence C. Connolly/John Tigges/Kate Novak/Janet Pack/James Reasoner/Livia Reasoner/Nick O'Donohoe/Anne Yvonne Gilbert/Linda Mannheim/Nancy Springer/Gary A. Braunbeck/Jo Clayton/Robyn McGrew/Kevin T. Stein/Felicia Dale/Russell          Davis,3.56,336,50,9780886778873
Nightsword (Starshield  #2),Margaret Weis/Tracy Hickman,3.67,404,159,9780345424624
Realms of Dragons: The Universes of Margaret Weis and Tracy Hickman,Denise Little/J. Robert King/Margaret Weis/Tracy Hickman/Janet Pack/Jean Rabe,4.06,218,49,9780061052392
Well of Darkness (Sovereign Stone  #1),Margaret Weis/Tracy Hickman,3.67,562,2049,9780061020575
The Best of Tales: Volume Two (Dragonlance Anthology),Margaret Weis/Tracy Hickman,3.82,416,108,9780786927005
The Search for Power (Dragonlance: Tales from the War of Souls  #3),Margaret Weis,3.98,335,295,9780786931934
Journey Into the Void (Sovereign Stone  #3),Margaret Weis/Tracy Hickman,3.86,578,1255,9780061020599
The Magic of Krynn (DragonLance: Tales I  #1),Margaret Weis/Tracy Hickman/Barbara Siegel/Scott Siegel/Roger E. Moore/Warren B. Smith/Nick O'Donohoe/Richard A. Knaak/Nancy Varian Berberick/Mary L. Kirchoff/Michael   Williams,3.74,350,7543,9780880384544
More Leaves from the Inn of the Last Home (Dragonlance: Leaves from the Inn of the Last Home  #2),Margaret Weis/Tracy Hickman,4.01,256,227,9780786915163
Dragonsong (Harper Hall  #1),Anne McCaffrey,4.24,192,40324,9781416924999
Dragonsong (Pern: Harper Hall  #1),Anne McCaffrey,4.24,176,393,9780553120448
Dragonsinger (Harper Hall  #2),Anne McCaffrey,4.28,288,34996,9780689860072
Dragondrums (Harper Hall  #3),Anne McCaffrey,4.07,243,28120,9780689860065
More Twisted: Collected Stories Vol. II,Jeffery Deaver,3.84,433,1673,9781416541189
The Coffin Dancer (Lincoln Rhyme  #2),Jeffery Deaver,4.16,358,38,9780743275033
The Stone Monkey (Lincoln Rhyme  #4),Jeffery Deaver,3.96,511,245,9780340734018
The Sleeping Doll (Kathryn Dance #1),Jeffery Deaver,3.93,428,357,9780743260947
The Twelfth Card (Lincoln Rhyme  #6),Jeffery Deaver,3.99,576,468,9780743491563
Hard News (Rune  #3),Jeffery Deaver,3.46,304,982,9780553583298
Death Of A Blue Movie Star (Rune  #2),Jeffery Deaver,3.53,336,1194,9780553582956
Bloody River Blues (John Pellam  #2),William Jefferies/Jeffery Deaver,3.49,368,1003,9780671047504
Hell's Kitchen (John Pellam  #3),William Jefferies/Jeffery Deaver,3.6,368,52,9780340818800
The Empty Chair (Lincoln Rhyme  #3),Jeffery Deaver,4.05,512,459,9780671026011
Twisted: The Collected Short Stories,Jeffery Deaver,3.93,480,3093,9780743491594
The Vanished Man (Lincoln Rhyme  #5),Jeffery Deaver,4.1,560,15135,9780743437813
Praying for Sleep,Jeffery Deaver,3.8,512,3061,9780451203052
The Devil's Teardrop,Jeffery Deaver,4.0,451,6283,9780671038441
Judge Dredd (Audio Cassette),Neal Barrett Jr./Martha Banta,2.96,0,6,9780553476798
Prometheus Rising,Robert Anton Wilson/Israel Regardie,4.26,284,5394,9781561840564
Tristan Taormino's True Lust,Tristan Taormino,3.97,200,72,9781573441575
A Free Enquiry Into the Vulgarly Received Notion of Nature,Robert Boyle/Michael Hunter/Edward B. Davis,3.0,212,2,9780521567961
The Munsters: A Trip Down Mockingbird Lane,Stephen Cox/Butch Patrick/Yvonne DeCarlo,4.45,208,53,9780823078943
Immortality,Milan Kundera/Peter Kussi,4.14,400,21769,9780571144563
The Curtain: An Essay in Seven Parts,Milan Kundera/Linda Asher,3.96,176,1388,9780060841867
The Art of the Novel,Milan Kundera/Linda Asher,3.96,176,3684,9780060093747
Yours in Food  John Baldessari: with meditations on eating by Paul Auster  David Byrne  Dave Eggers  David Gilbert  Tim Griffin  Andy Grundberg  John Haskell  Michael Kimmelman  Michael More  Glenn O'Brien  Francine Prose  Peter Schjeldahl  Lynne Tillman,John Baldessari/Paul Auster/Francine Prose/Peter Schjeldahl/David Byrne/Dave Eggers/David Gilbert/Tim Griffin/Andy Grundberg/John Haskell/Michael Kimmelman/Glenn O'Brien/Lynne Tillman,4.0,144,19,9781568984957
You Shall Know Our Velocity,Dave Eggers,3.63,350,266,9780141013459
Thin Air (Weather Warden  #6),Rachel Caine,3.96,307,5875,9780451461636
Seven Types of Ambiguity,William Empson,3.85,272,7,9780701106546
Traitor's Knot (Wars of Light and Shadow  #7),Janny Wurts,4.2,574,434,9781592220823
The Curse of the Mistwraith (Wars of Light and Shadow  #1),Janny Wurts,3.76,830,4655,9780586210697
Warhost of Vastmark (Wars of Light & Shadow  #3; Arc 2 - The Ships of Merior  #2),Janny Wurts,4.04,522,3039,9780006482079
Fugitive Prince (Wars of Light and Shadow  #4),Janny Wurts,3.89,704,62,9780061054686
Peril's Gate (Wars of Light & Shadow #6; Arc 3 - Alliance of Light  #3),Janny Wurts,4.16,940,521,9780061054679
To Ride Hell's Chasm,Janny Wurts,3.82,672,337,9781592220243
Grand Conspiracy (Wars of Light & Shadow #5; Arc 3 - Alliance of Light  #2),Janny Wurts,4.11,614,1416,9780007102228
Shadowplay (Shadowmarch  #2),Tad Williams,3.9,656,6061,9780756403584
Shadowmarch (Shadowmarch  #1),Tad Williams,3.73,656,126,9780756402709
Stone of Farewell (Memory  Sorrow  and Thorn  #2),Tad Williams,4.09,608,37694,9780756402976
To Green Angel Tower (Memory  Sorrow  and Thorn  #3),Tad Williams,4.18,1083,29350,9780756402983
The War of the Flowers,Tad Williams,3.88,828,7519,9780756401818
City of Golden Shadow (Otherland  #1),Tad Williams,3.91,780,21714,9780886777630
To Green Angel Tower  Part 2 (Memory  Sorrow  and Thorn  #3; Part 2),Tad Williams,4.2,815,20025,9780886776060
Traumjäger und Goldpfote,Tad Williams/Hans J. Schütz,3.97,380,61,9783596283491
Falling Man,Don DeLillo,3.21,246,10304,9781416546023
Ratner's Star,Don DeLillo,3.49,448,1548,9780099928409
Blood Meridian  or the Evening Redness in the West,Cormac McCarthy/Harold Bloom,4.17,351,1264,9780679641049
Blood Meridian,Cormac McCarthy,4.17,335,539,9780330312561
Cormac McCarthy's All the Pretty Horses,Harold Bloom/Amy Sickels,4.09,126,180,9780791075685
Four & Twenty Blackbirds (Bardic Voices  #4),Mercedes Lackey,3.81,423,3048,9780671577780
Exile's Honor (Heralds of Valdemar  #6),Mercedes Lackey,4.2,431,10429,9780756401139
Spirits White as Lightning (Bedlam's Bard  #5),Mercedes Lackey/Rosemary Edghill,3.95,512,2026,9780743436083
Beyond World's End (Bedlam's Bard  #4),Mercedes Lackey/Rosemary Edghill,3.93,416,2508,9780671318550
The Dragon Quintet,Marvin Kaye/Michael Swanwick/Orson Scott Card/Mercedes Lackey/Tanith Lee/Elizabeth Moon,3.77,304,573,9780765349118
Fiddler Fair,Mercedes Lackey,3.9,272,3289,9780671878665
Take a Thief (Valdemar #25),Mercedes Lackey,4.12,435,11911,9780756400583
Magic's Price (Valdemar: Last Herald-Mage #3),Mercedes Lackey,4.27,351,18764,9780886774264
By the Sword (Valdemar),Mercedes Lackey,4.25,492,18531,9780886774639
Oathblood (Valdemar: Vows and Honor  #3),Mercedes Lackey,4.06,394,9786,9780886777739
CivilWarLand in Bad Decline,George Saunders,4.22,179,12813,9780099595816
The Very Persistent Gappers of Frip,George Saunders/Lane Smith,4.11,84,2457,9781932416374
The Brief and Frightening Reign of Phil,George Saunders,3.7,130,5157,9781594481529
The Cheese Monkeys,Chip Kidd,3.75,288,4672,9780060507404
Magic's Pawn (Valdemar: Last Herald-Mage #1),Mercedes Lackey,4.21,349,22431,9780886773526
Magic's Promise (Valdemar: Last Herald-Mage #2),Mercedes Lackey,4.21,320,18141,9780886774011
His Master's Voice,Stanisław Lem/Michael Kandel,4.11,199,2317,9780810117310
The Chain of Chance,Stanisław Lem/Louis Iribarne,3.7,179,505,9780810117303
Fiasco,Stanisław Lem/Michael Kandel,4.12,322,2281,9780156306300
A Perfect Vacuum,Stanisław Lem/Michael Kandel,4.18,229,771,9780810117334
Eden,Stanisław Lem/Marc E. Heine,3.91,276,3439,9780156278065
Tales of Pirx the Pilot,Stanisław Lem/Louis Iribarne,4.1,216,3941,9780156881500
The Song of Rhiannon,Evangeline Walton,4.02,208,255,9780020264736
Why Did the Soviet Union Collapse?: Understanding Historical Change,Robert W. Strayer,3.44,240,42,9780765600042
